hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
Resort Hotel - Chandigarh,0,38,2024,November,46,11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,57.0,0,1,Check-Out,2024-11-11 14:47:46.816875924,Chandigarh
Resort Hotel - Chandigarh,0,0,2024,September,36,8,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,49.0,0,0,Check-Out,2024-09-08 19:24:57.816381744,Chandigarh
Resort Hotel - Chennai,0,0,2024,November,48,30,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,104.0,1,1,Check-Out,2024-11-30 04:10:26.590389400,Chennai
Resort Hotel - Ahmedabad,0,4,2024,November,48,29,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,94.0,1,3,Check-Out,2024-11-29 19:52:58.212398128,Ahmedabad
Resort Hotel - Chandigarh,0,11,2024,January,1,1,2,0,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,94.0,1,1,Check-Out,2024-01-01 05:56:35.739976044,Chandigarh
Resort Hotel - Chennai,0,0,2024,November,46,12,2,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,74.0,1,0,Check-Out,2024-11-12 16:11:00.965415572,Chennai
Resort Hotel - Chandigarh,0,5,2024,January,1,7,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2024-01-07 19:19:46.631934265,Chandigarh
Resort Hotel - Kochi,0,11,2024,March,11,13,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,88.0,0,1,Check-Out,2024-03-13 07:17:07.783129099,Kochi
Resort Hotel - Jaipur,0,2,2024,January,2,9,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,77.23,1,1,Check-Out,2024-01-09 23:12:17.103083198,Jaipur
Resort Hotel - Jaipur,0,36,2024,May,21,23,0,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,2,No Deposit,250.0,,0,Transient,73.2,1,0,Check-Out,2024-05-23 02:01:51.387146220,Jaipur
Resort Hotel - Hyderabad,0,32,2024,May,19,8,0,4,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,No Deposit,324.0,324.0,0,Transient-Party,40.5,1,0,Check-Out,2024-05-08 10:21:04.699427920,Hyderabad
Resort Hotel - Goa,0,32,2024,October,40,2,0,4,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,No Deposit,324.0,324.0,0,Transient-Party,43.2,0,0,Check-Out,2024-10-02 06:20:17.780532544,Goa
Resort Hotel - Bangalore,0,33,2024,September,35,1,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,F,4,No Deposit,324.0,324.0,0,Transient-Party,36.0,0,0,Check-Out,2024-09-01 04:38:32.775883876,Bangalore
Resort Hotel - Bhopal,0,105,2024,June,25,21,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-06-21 22:27:02.561542520,Bhopal
Resort Hotel - Kolkata,0,105,2024,April,16,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-04-18 10:29:16.805065792,Kolkata
Resort Hotel - Ahmedabad,0,105,2024,November,45,4,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-11-04 12:20:58.125958000,Ahmedabad
Resort Hotel - Ahmedabad,0,62,2024,May,19,7,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,69.0,0,0,Check-Out,2024-05-07 11:58:20.493345282,Ahmedabad
Resort Hotel - Mumbai,0,105,2024,May,20,13,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-05-13 16:46:26.427560328,Mumbai
Resort Hotel - Ahmedabad,0,105,2024,December,52,28,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-12-28 23:12:23.616246052,Ahmedabad
Resort Hotel - Pune,0,105,2024,November,48,28,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-11-28 17:32:30.179664792,Pune
Resort Hotel - Bangalore,0,62,2024,December,50,10,2,4,1,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,49.0,0,0,Check-Out,2024-12-10 03:31:07.378066656,Bangalore
Resort Hotel - Jaipur,0,105,2024,May,18,5,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-05-05 16:01:17.675497742,Jaipur
Resort Hotel - Delhi,0,105,2024,November,45,5,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-11-05 03:45:28.562932932,Delhi
Resort Hotel - Kochi,0,105,2024,December,50,15,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-12-15 03:59:53.366223016,Kochi
Resort Hotel - Indore,0,105,2024,February,7,12,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-02-12 14:18:51.420817663,Indore
Resort Hotel - Bangalore,0,105,2024,June,23,6,2,4,1,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,18.5,0,0,Check-Out,2024-06-06 09:25:09.696873246,Bangalore
Resort Hotel - Chandigarh,0,105,2024,September,36,8,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-09-08 14:12:23.525785456,Chandigarh
Resort Hotel - Kolkata,0,12,2024,November,45,6,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,69.0,0,0,Check-Out,2024-11-06 07:29:35.349487808,Kolkata
Resort Hotel - Chandigarh,0,105,2024,February,9,26,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-02-26 14:26:19.381685080,Chandigarh
Resort Hotel - Kochi,0,105,2024,February,7,13,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-02-13 23:50:45.657472631,Kochi
Resort Hotel - Kolkata,0,105,2024,November,48,30,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-11-30 08:52:11.866419852,Kolkata
Resort Hotel - Bhopal,0,62,2024,May,19,12,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,69.0,0,0,Check-Out,2024-05-12 01:13:32.305991338,Bhopal
Resort Hotel - Goa,0,62,2024,December,49,7,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,69.0,0,0,Check-Out,2024-12-07 15:16:44.383988472,Goa
Resort Hotel - Pune,0,105,2024,September,38,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-09-18 11:12:11.675447484,Pune
Resort Hotel - Chennai,0,62,2024,September,36,6,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,0,Transient-Party,69.0,0,0,Check-Out,2024-09-06 22:08:40.389650636,Chennai
Resort Hotel - Bhopal,0,105,2024,August,32,6,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-08-06 01:00:16.976438364,Bhopal
Resort Hotel - Jaipur,0,105,2024,May,18,5,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2024-05-05 13:05:11.877978708,Jaipur
Resort Hotel - Chandigarh,0,36,2024,December,49,3,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-12-03 21:06:10.255216140,Chandigarh
Resort Hotel - Jaipur,0,36,2024,March,10,7,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-03-07 05:51:32.516060943,Jaipur
Resort Hotel - Jaipur,0,36,2024,August,32,5,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-08-05 01:53:31.320975968,Jaipur
Resort Hotel - Mumbai,0,36,2024,August,35,29,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-08-29 10:27:34.041829648,Mumbai
Resort Hotel - Chennai,0,36,2024,December,50,11,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-12-11 09:58:07.527326636,Chennai
Resort Hotel - Bhopal,0,36,2024,July,30,26,0,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,38.0,,0,Transient-Party,48.0,0,0,Check-Out,2024-07-26 12:09:33.520173550,Bhopal
Resort Hotel - Kochi,0,36,2024,July,30,25,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-07-25 12:27:34.705207346,Kochi
Resort Hotel - Chennai,0,36,2024,June,23,9,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-06-09 06:23:25.938570554,Chennai
Resort Hotel - Kochi,0,36,2024,July,30,22,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-07-22 11:44:47.071673270,Kochi
Resort Hotel - Kochi,0,36,2024,August,34,23,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-08-23 09:46:00.224141252,Kochi
Resort Hotel - Jaipur,0,36,2024,October,40,4,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-10-04 00:09:40.395178784,Jaipur
Resort Hotel - Pune,0,36,2024,July,28,8,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-07-08 19:37:10.909045222,Pune
Resort Hotel - Delhi,0,36,2024,October,41,12,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-10-12 22:24:43.614068296,Delhi
Resort Hotel - Indore,0,36,2024,March,10,6,0,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,48.0,0,0,Check-Out,2024-03-06 13:16:35.760078399,Indore
Resort Hotel - Ahmedabad,0,36,2024,February,7,18,1,2,0,0.0,0,SC,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,0.0,0,0,Check-Out,2024-02-18 22:42:40.456993525,Ahmedabad
Resort Hotel - Bhopal,0,21,2024,August,32,8,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.4,0,2,Check-Out,2024-08-08 08:24:06.404610140,Bhopal
Resort Hotel - Hyderabad,0,40,2024,December,52,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,41.4,1,2,Check-Out,2024-12-27 01:07:40.595197212,Hyderabad
Resort Hotel - Kochi,0,12,2024,August,34,22,0,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.4,0,0,Check-Out,2024-08-22 18:08:17.352352392,Kochi
Resort Hotel - Indore,0,72,2024,November,48,25,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,32.4,0,2,Check-Out,2024-11-25 04:03:41.326922916,Indore
Resort Hotel - Kochi,0,22,2024,December,49,8,0,1,3,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177.0,,0,Transient,108.15,0,0,Check-Out,2024-12-08 16:13:33.662900268,Kochi
Resort Hotel - Pune,0,22,2024,May,21,23,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.4,0,2,Check-Out,2024-05-23 05:24:22.054293108,Pune
Resort Hotel - Goa,0,22,2024,June,25,23,2,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,49.4,0,0,Check-Out,2024-06-23 13:02:42.798917822,Goa
Resort Hotel - Chennai,0,22,2024,January,3,20,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.4,0,2,Check-Out,2024-01-20 14:37:05.632177168,Chennai
Resort Hotel - Ahmedabad,0,66,2024,November,46,16,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-11-16 21:21:56.834884284,Ahmedabad
Resort Hotel - Jaipur,0,66,2024,June,23,7,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-06-07 15:16:56.686629420,Jaipur
Resort Hotel - Kochi,0,66,2024,August,32,7,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-08-07 04:53:12.052869192,Kochi
Resort Hotel - Jaipur,0,66,2024,October,43,24,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-10-24 10:57:25.885299316,Jaipur
Resort Hotel - Kochi,0,66,2024,September,37,15,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,3,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-09-15 05:30:02.186131048,Kochi
Resort Hotel - Delhi,0,26,2024,February,8,23,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,6.0,,0,Transient,26.0,0,0,Check-Out,2024-02-23 00:17:53.224501420,Delhi
Resort Hotel - Pune,0,66,2024,February,6,11,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-02-11 16:18:07.939424905,Pune
Resort Hotel - Mumbai,0,66,2024,April,17,23,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-04-23 12:43:42.271733576,Mumbai
Resort Hotel - Lucknow,0,66,2024,September,36,8,1,1,3,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,155.0,,0,Transient-Party,86.4,0,0,Check-Out,2024-09-08 15:44:50.569482948,Lucknow
Resort Hotel - Delhi,0,66,2024,February,8,19,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-02-19 03:55:14.747589811,Delhi
Resort Hotel - Indore,0,66,2024,October,41,12,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-10-12 04:48:08.828954092,Indore
Resort Hotel - Kochi,0,66,2024,November,46,15,1,1,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,155.0,,0,Transient-Party,52.0,0,0,Check-Out,2024-11-15 11:23:37.728601460,Kochi
Resort Hotel - Bhopal,0,66,2024,February,7,16,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-02-16 17:17:42.942147099,Bhopal
Resort Hotel - Delhi,0,66,2024,January,3,15,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-01-15 10:50:13.121811892,Delhi
Resort Hotel - Ahmedabad,0,66,2024,April,18,29,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2024-04-29 01:01:15.594904052,Ahmedabad
Resort Hotel - Indore,0,59,2024,December,49,4,2,1,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,48.4,0,2,Check-Out,2024-12-04 13:54:19.446012612,Indore
Resort Hotel - Goa,0,59,2024,April,16,17,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,68.45,0,2,Check-Out,2024-04-17 03:44:40.076053908,Goa
Resort Hotel - Pune,0,59,2024,October,43,21,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,68.45,0,2,Check-Out,2024-10-21 22:21:02.166531256,Pune
Resort Hotel - Mumbai,0,45,2024,June,26,30,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,F,4,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-06-30 12:42:13.982192664,Mumbai
Resort Hotel - Lucknow,0,45,2024,March,9,1,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-03-01 13:27:27.076363819,Lucknow
Resort Hotel - Kolkata,0,45,2024,February,7,15,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-02-15 15:23:39.779041620,Kolkata
Resort Hotel - Lucknow,0,45,2024,July,28,11,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-07-11 23:51:17.499602140,Lucknow
Resort Hotel - Bangalore,0,54,2024,September,37,10,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,72.5,0,2,Check-Out,2024-09-10 11:55:05.822144416,Bangalore
Resort Hotel - Pune,0,45,2024,April,16,17,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-04-17 01:59:00.597542486,Pune
Resort Hotel - Delhi,0,45,2024,December,50,15,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-12-15 04:35:06.525726824,Delhi
Resort Hotel - Goa,0,113,2024,March,11,15,2,1,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,314.0,,0,Contract,55.92,0,1,Check-Out,2024-03-15 23:02:49.734230121,Goa
Resort Hotel - Jaipur,0,59,2024,March,9,1,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,68.45,0,2,Check-Out,2024-03-01 18:09:12.352394274,Jaipur
Resort Hotel - Lucknow,0,59,2024,October,42,20,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240.0,,0,Transient,68.45,0,2,Check-Out,2024-10-20 12:49:07.929876284,Lucknow
Resort Hotel - Ahmedabad,0,45,2024,October,41,13,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-10-13 05:44:58.107865884,Ahmedabad
Resort Hotel - Jaipur,0,33,2024,June,23,9,2,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,109.0,1,2,Check-Out,2024-06-09 14:23:17.736809924,Jaipur
Resort Hotel - Indore,0,45,2024,April,18,29,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-04-29 16:38:58.466692912,Indore
Resort Hotel - Pune,0,45,2024,January,3,15,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-01-15 01:48:43.294440861,Pune
Resort Hotel - Hyderabad,0,45,2024,October,43,23,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0,0,Check-Out,2024-10-23 19:54:56.173014264,Hyderabad
Resort Hotel - Mumbai,0,45,2024,February,5,3,2,1,3,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,38.0,,0,Transient-Party,91.8,0,0,Check-Out,2024-02-03 12:19:16.810091382,Mumbai
Resort Hotel - Chennai,0,39,2024,June,26,24,2,0,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,,0,Transient,63.72,0,0,Check-Out,2024-06-24 14:21:32.802519494,Chennai
Resort Hotel - Kochi,0,50,2024,March,9,2,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196.0,,0,Transient,25.0,0,0,Check-Out,2024-03-02 08:01:15.745671712,Kochi
Resort Hotel - Lucknow,0,54,2024,September,39,29,0,5,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,196.0,,0,Transient,85.0,1,1,Check-Out,2024-09-29 22:03:38.613105060,Lucknow
Resort Hotel - Delhi,0,44,2024,September,36,3,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,58.0,0,1,Check-Out,2024-09-03 02:16:50.927304860,Delhi
Resort Hotel - Hyderabad,0,55,2024,September,40,30,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,26.1,0,3,Check-Out,2024-09-30 00:42:07.830872192,Hyderabad
Resort Hotel - Goa,0,55,2024,October,44,31,1,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,22.5,0,3,Check-Out,2024-10-31 20:22:28.345324944,Goa
Resort Hotel - Hyderabad,0,55,2024,March,12,21,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,26.1,0,3,Check-Out,2024-03-21 19:07:02.420826039,Hyderabad
Resort Hotel - Jaipur,0,45,2024,September,38,19,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,0,Check-Out,2024-09-19 02:05:53.097856584,Jaipur
Resort Hotel - Chandigarh,0,112,2024,May,18,1,2,4,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,92.55,0,1,Check-Out,2024-05-01 10:28:21.081339152,Chandigarh
Resort Hotel - Indore,0,129,2024,June,25,21,4,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,71.88,1,0,Check-Out,2024-06-21 06:00:54.095435928,Indore
Resort Hotel - Indore,0,88,2024,January,1,2,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,1,0,Check-Out,2024-01-02 17:40:34.324770288,Indore
Resort Hotel - Goa,0,88,2024,October,42,19,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,0,0,Check-Out,2024-10-19 04:54:04.881856788,Goa
Resort Hotel - Chandigarh,0,112,2024,November,45,7,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2024-11-07 16:43:53.006390872,Chandigarh
Resort Hotel - Jaipur,0,112,2024,October,44,31,0,2,3,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134.0,,0,Transient-Party,94.5,0,0,Check-Out,2024-10-31 20:31:16.635200896,Jaipur
Resort Hotel - Indore,0,112,2024,November,47,21,0,2,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,55.0,0,0,Check-Out,2024-11-21 09:00:17.458894872,Indore
